ags_new	name_new	ags_old	name_old
03158039	Schladen-Werla	03158034	Werlaburgdorf
03255003	Bodenwerder, Münchhausenstadt	03255003	Bodenwerder, Stadt
05158004	Erkrath, Fundort des Neanderthalers, Stadt	05158004	Erkrath, Stadt
15085040	Ballenstedt, Stadt	15085255	Rieder
16061022	Deuna	16061099	Vollenborn
16063101	Krayenberggemeinde	16063018	Dorndorf
16063101	Krayenberggemeinde	16063054	Merkers-Kieselbach
16063102	Kaltennordheim, Stadt	16063001	Andenhausen
16063016	Diedorf/Rhön	16063016	Diedorf/Rhön
16063023	Empfertshausen	16063023	Empfertshausen
16063102	Kaltennordheim, Stadt	16063026	Fischbach/Rhön
16063102	Kaltennordheim, Stadt	16063043	Kaltenlengsfeld
16063102	Kaltennordheim, Stadt	16063044	Kaltennordheim, Stadt
16063102	Kaltennordheim, Stadt	16063045	Klings
16063082	Vacha, Stadt	16063053	Martinroda
16063082	Vacha, Stadt	16063082	Vacha, Stadt
16063082	Vacha, Stadt	16063083	Völkershausen
16063082	Vacha, Stadt	16063087	Wölferbütt
16063013	Creuzburg, Stadt	16063013	Creuzburg, Stadt
16063039	Ifta	16063039	Ifta
16063046	Krauthausen	16063046	Krauthausen
16063072	Stadtlengsfeld, Stadt	16063072	Stadtlengsfeld, Stadt
16067072	Waltershausen, Stadt	16067084	Emsetal
16069049	Straufhain	16069049	Straufhain
16069012	Eisfeld, Stadt	16069005	Bockstadt
16070018	Gehren, Stadt	16070035	Möhrenbach
16071099	Saaleplatte	16071099	Saaleplatte
16071005	Ballstedt	16071005	Ballstedt
16071007	Berlstedt	16071007	Berlstedt
16071017	Ettersburg	16071017	Ettersburg
16071047	Krautheim	16071047	Krautheim
16071061	Neumark, Stadt	16071061	Neumark, Stadt
16071076	Ramsla	16071076	Ramsla
16071085	Schwerstedt	16071085	Schwerstedt
16071092	Vippachedelhausen	16071092	Vippachedelhausen
16071011	Buttelstedt, Stadt	16071011	Buttelstedt, Stadt
16071023	Großobringen	16071023	Großobringen
16071028	Heichelheim	16071028	Heichelheim
16071039	Kleinobringen	16071039	Kleinobringen
16071051	Leutenthal	16071051	Leutenthal
16071081	Rohrbach	16071081	Rohrbach
16071082	Sachsenhausen	16071082	Sachsenhausen
16071097	Wohlsborn	16071097	Wohlsborn
16071048	Kromsdorf	16071048	Kromsdorf
16071101	Ilmtal-Weinstraße	16071052	Liebstedt
16071101	Ilmtal-Weinstraße	16071054	Mattstedt
16071101	Ilmtal-Weinstraße	16071062	Niederreißen
16071101	Ilmtal-Weinstraße	16071063	Niederroßla
16071101	Ilmtal-Weinstraße	16071066	Nirmsdorf
16071101	Ilmtal-Weinstraße	16071068	Oberreißen
16071101	Ilmtal-Weinstraße	16071072	Oßmannstedt
16071101	Ilmtal-Weinstraße	16071074	Pfiffelbach
16071101	Ilmtal-Weinstraße	16071096	Willerstedt
16072018	Sonneberg, Stadt	16072022	Oberland am Rennsteig
16073028	Gräfenthal, Stadt	16073028	Gräfenthal, Stadt
16075014	Dittersdorf	16075012	Chursdorf
16075129	Krölpa	16075129	Krölpa
16076039	Langenwetzendorf	16076039	Langenwetzendorf
16076039	Langenwetzendorf	16076024	Hain
16076029	Hohenleuben, Stadt	16076029	Hohenleuben, Stadt
16076079	Weida, Stadt	16076031	Hohenölsen
16076038	Kühdorf	16076038	Kühdorf
16076039	Langenwetzendorf	16076045	Lunzig
16076039	Langenwetzendorf	16076051	Neugernsdorf
16076079	Weida, Stadt	16076065	Schömberg
16076079	Weida, Stadt	16076073	Steinsdorf
16076074	Teichwitz	16076074	Teichwitz
16076039	Langenwetzendorf	16076083	Wildetaube
