ags_new	name_new	ags_old	name_old
15089235	Nienburg (Saale), Stadt	15089120	Gerbitz
15089195	Könnern, Stadt	15089125	Gerlebogk
15089235	Nienburg (Saale), Stadt	15089200	Latdorf
15089235	Nienburg (Saale), Stadt	15089225	Neugattersleben
15089235	Nienburg (Saale), Stadt	15089235	Nienburg (Saale), Stadt
15089030	Bernburg (Saale), Stadt	15089240	Peißen
15089235	Nienburg (Saale), Stadt	15089255	Pobzig
15089030	Bernburg (Saale), Stadt	15089260	Poley
15089030	Bernburg (Saale), Stadt	15089275	Preußlitz
15089235	Nienburg (Saale), Stadt	15089330	Wedlitz
15089195	Könnern, Stadt	15089355	Wiendorf
15089030	Bernburg (Saale), Stadt	15089360	Wohlsdorf
15089026	Barby, Stadt	15089025	Barby (Elbe), Stadt
15089026	Barby, Stadt	15089050	Breitenhagen
15089026	Barby, Stadt	15089135	Glinde
15089140	Gnadau	15089140	Gnadau
15089026	Barby, Stadt	15089150	Groß Rosenburg
15089026	Barby, Stadt	15089205	Lödderitz
15089026	Barby, Stadt	15089265	Pömmelte
15089026	Barby, Stadt	15089285	Sachsendorf
15089026	Barby, Stadt	15089320	Tornitz
15089026	Barby, Stadt	15089340	Wespen
15089026	Barby, Stadt	15089375	Zuchau
15089045	Borne	15089045	Borne
15089075	Egeln, Stadt	15089075	Egeln, Stadt
15089043	Börde-Hakel	15089090	Etgersleben
15089043	Börde-Hakel	15089170	Hakeborn
15089041	Bördeaue	15089315	Tarthun
15089041	Bördeaue	15089325	Unseburg
15089043	Börde-Hakel	15089350	Westeregeln
15089365	Wolmirsleben	15089365	Wolmirsleben
15090535	Stendal, Hansestadt	15090100	Buchholz
15090115	Dahlen	15090115	Dahlen
15090535	Stendal, Hansestadt	15090210	Groß Schwechten
15090535	Stendal, Hansestadt	15090230	Heeren
15090275	Insel	15090275	Insel
15090535	Stendal, Hansestadt	15090395	Möringen
15090535	Stendal, Hansestadt	15090400	Nahrstedt
15090535	Stendal, Hansestadt	15090525	Staats
15090535	Stendal, Hansestadt	15090560	Uchtspringe
15090535	Stendal, Hansestadt	15090565	Uenglingen
15090575	Vinzelberg	15090575	Vinzelberg
15090535	Stendal, Hansestadt	15090580	Volgfelde
15090535	Stendal, Hansestadt	15090620	Wittenmoor
15090070	Bismark (Altmark), Stadt	15090025	Badingen
15090070	Bismark (Altmark), Stadt	15090050	Berkau
15090070	Bismark (Altmark), Stadt	15090070	Bismark (Altmark), Stadt
15090070	Bismark (Altmark), Stadt	15090105	Büste
15090070	Bismark (Altmark), Stadt	15090125	Dobberkau
15090070	Bismark (Altmark), Stadt	15090165	Garlipp
15090070	Bismark (Altmark), Stadt	15090190	Grassau
15090070	Bismark (Altmark), Stadt	15090255	Hohenwulsch
15090070	Bismark (Altmark), Stadt	15090260	Holzhausen
15090070	Bismark (Altmark), Stadt	15090290	Käthen
15090070	Bismark (Altmark), Stadt	15090300	Kläden
15090070	Bismark (Altmark), Stadt	15090320	Könnigde
15090070	Bismark (Altmark), Stadt	15090330	Kremkau
15090070	Bismark (Altmark), Stadt	15090385	Meßdorf
15090070	Bismark (Altmark), Stadt	15090425	Querstedt
15090070	Bismark (Altmark), Stadt	15090460	Schäplitz
15090070	Bismark (Altmark), Stadt	15090475	Schernikau
15090480	Schinne	15090480	Schinne
15090070	Bismark (Altmark), Stadt	15090510	Schorstedt
15090070	Bismark (Altmark), Stadt	15090530	Steinfeld (Altmark)
15090550	Tangermünde, Stadt	15090080	Bölsdorf
15090550	Tangermünde, Stadt	15090095	Buch
15090550	Tangermünde, Stadt	15090200	Grobleben
15090550	Tangermünde, Stadt	15090215	Hämerten
15090550	Tangermünde, Stadt	15090345	Langensalzwedel
15090550	Tangermünde, Stadt	15090390	Miltern
15090550	Tangermünde, Stadt	15090540	Storkau (Elbe)
15090550	Tangermünde, Stadt	15090550	Tangermünde, Stadt
15090010	Arneburg, Stadt	15090010	Arneburg, Stadt
15090135	Eichstedt (Altmark)	15090020	Baben
15090610	Werben (Elbe), Hansestadt	15090040	Behrendorf
15090135	Eichstedt (Altmark)	15090135	Eichstedt (Altmark)
15090180	Goldbeck	15090180	Goldbeck
15090220	Hassel	15090220	Hassel
15090245	Hohenberg-Krusemark	15090245	Hohenberg-Krusemark
15090270	Iden	15090270	Iden
15090305	Klein Schwechten	15090305	Klein Schwechten
15090135	Eichstedt (Altmark)	15090355	Lindtorf
15090435	Rochau	15090435	Rochau
15090515	Schwarzholz	15090515	Schwarzholz
15090610	Werben (Elbe), Hansestadt	15090610	Werben (Elbe), Hansestadt
15090631	Wust-Fischbeck	15090150	Fischbeck (Elbe)
15090500	Schönhausen (Elbe)	15090250	Hohengöhren
15090285	Kamern	15090285	Kamern
15090310	Klietz	15090310	Klietz
15090310	Klietz	15090405	Neuermark-Lübars
15090445	Sandau (Elbe), Stadt	15090445	Sandau (Elbe), Stadt
15090485	Schollene	15090485	Schollene
15090285	Kamern	15090495	Schönfeld
15090500	Schönhausen (Elbe)	15090500	Schönhausen (Elbe)
15090285	Kamern	15090625	Wulkau
15090631	Wust-Fischbeck	15090630	Wust
15090003	Aland	15090015	Aulosen
15090520	Seehausen (Altmark), Hansestadt	15090060	Beuster
15090007	Altmärkische Höhe	15090085	Boock
15090007	Altmärkische Höhe	15090090	Bretsch
15090008	Altmärkische Wische	15090145	Falkenberg
15090007	Altmärkische Höhe	15090160	Gagel
15090520	Seehausen (Altmark), Hansestadt	15090170	Geestgottberg
15090635	Zehrental	15090185	Gollensdorf
15090635	Zehrental	15090205	Groß Garz
15090007	Altmärkische Höhe	15090235	Heiligenfelde
15090007	Altmärkische Höhe	15090325	Kossebau
15090003	Aland	15090340	Krüden
15090008	Altmärkische Wische	15090350	Lichterfelde
15090520	Seehausen (Altmark), Hansestadt	15090360	Losenrade
15090007	Altmärkische Höhe	15090365	Losse
15090007	Altmärkische Höhe	15090370	Lückstedt
15090008	Altmärkische Wische	15090410	Neukirchen (Altmark)
15090003	Aland	15090420	Pollitz
15090490	Schönberg	15090490	Schönberg
15090520	Seehausen (Altmark), Hansestadt	15090520	Seehausen (Altmark), Hansestadt
15090585	Wahrenberg	15090585	Wahrenberg
15090003	Aland	15090595	Wanzer
15090008	Altmärkische Wische	15090605	Wendemark
15091060	Coswig (Anhalt), Stadt	15091040	Bräsen
15091060	Coswig (Anhalt), Stadt	15091335	Stackelitz
15091160	Kemberg, Stadt	15091065	Dabrun
15091160	Kemberg, Stadt	15091090	Eutzsch
15091160	Kemberg, Stadt	15091160	Kemberg, Stadt
15091160	Kemberg, Stadt	15091265	Rackith
15091160	Kemberg, Stadt	15091270	Radis
15091160	Kemberg, Stadt	15091290	Rotta
15091160	Kemberg, Stadt	15091300	Schleesen
15091160	Kemberg, Stadt	15091315	Selbitz
15091160	Kemberg, Stadt	15091360	Uthausen
15091160	Kemberg, Stadt	15091370	Wartenburg
15091145	Jessen (Elster), Stadt	15091235	Naundorf bei Seyda
15091375	Wittenberg, Lutherstadt	15091030	Boßdorf
15091375	Wittenberg, Lutherstadt	15091185	Kropstädt
15091375	Wittenberg, Lutherstadt	15091340	Straach
15083320	Hötensleben	15083520	Wackersleben
15087165	Gerbstedt, Stadt	15087145	Freist
15087165	Gerbstedt, Stadt	15087150	Friedeburg (Saale)
15087165	Gerbstedt, Stadt	15087200	Heiligenthal
15083345	Klein Wanzleben, Zuckerdorf	15083345	Klein Wanzleben
12069020	Bad Belzig, Stadt	12069020	Belzig, Stadt
15088195	Landsberg, Stadt	15088060	Braschwitz
15090535	Stendal, Hansestadt	15090575	Vinzelberg
15090546	Tangerhütte, Stadt	15090045	Bellingen
15090546	Tangerhütte, Stadt	15090065	Birkholz
15090546	Tangerhütte, Stadt	15090075	Bittkau
15090546	Tangerhütte, Stadt	15090110	Cobbel
15090546	Tangerhütte, Stadt	15090120	Demker
15090546	Tangerhütte, Stadt	15090195	Grieben
15090546	Tangerhütte, Stadt	15090265	Hüselitz
15090546	Tangerhütte, Stadt	15090280	Jerchel
15090546	Tangerhütte, Stadt	15090295	Kehnert
15090546	Tangerhütte, Stadt	15090375	Lüderitz
15090546	Tangerhütte, Stadt	15090430	Ringfurth
15090546	Tangerhütte, Stadt	15090465	Schelldorf
15090546	Tangerhütte, Stadt	15090470	Schernebeck
15090546	Tangerhütte, Stadt	15090505	Schönwalde (Altmark)
15090546	Tangerhütte, Stadt	15090545	Tangerhütte, Stadt
15090546	Tangerhütte, Stadt	15090555	Uchtdorf
15090546	Tangerhütte, Stadt	15090570	Uetz
15090546	Tangerhütte, Stadt	15090600	Weißewarte
15090546	Tangerhütte, Stadt	15090615	Windberge
07140036	Emmelshausen, Stadt	07140036	Emmelshausen
03458010	Hude (Oldb)	03458010	Hude (Oldenburg)
06431016	Lorsch, Karolingerstadt	06431016	Lorsch, Stadt
15081105	Diesdorf, Flecken	15081345	Mehmke
15082377	Südliches Anhalt, Stadt	15082115	Görzig
15082377	Südliches Anhalt, Stadt	15082135	Gröbzig, Stadt
15082377	Südliches Anhalt, Stadt	15082265	Piethen
15083298	Hohe Börde	15083095	Bornstedt
15083190	Eilsleben	15083160	Drackenstedt
15083190	Eilsleben	15083170	Druxberge
15083411	Oebisfelde-Weferlingen, Stadt	15083220	Everingen
15083531	Wanzleben-Börde, Stadt	15083345	Klein Wanzleben, Zuckerdorf
15083190	Eilsleben	15083425	Ovelgünne
15083298	Hohe Börde	15083445	Rottmersleben
15083415	Oschersleben (Bode), Stadt	15083260	Hadmersleben, Stadt
15083415	Oschersleben (Bode), Stadt	15083415	Oschersleben (Bode), Stadt
15084360	Nebra (Unstrut), Stadt	15084410	Reinsdorf
15084550	Weißenfels, Stadt	15084070	Burgwerben
15084550	Weißenfels, Stadt	15084200	Großkorbetha
15084550	Weißenfels, Stadt	15084405	Reichardtswerben
15084550	Weißenfels, Stadt	15084435	Schkortleben
15084550	Weißenfels, Stadt	15084465	Storkau
15084550	Weißenfels, Stadt	15084475	Tagewerben
15084550	Weißenfels, Stadt	15084555	Wengelsdorf
15084550	Weißenfels, Stadt	15084295	Leißling
15084550	Weißenfels, Stadt	15084550	Weißenfels, Stadt
15085145	Harzgerode, Stadt	15085220	Neudorf
15085330	Thale, Stadt	15085330	Thale, Stadt
15085330	Thale, Stadt	15085375	Westerhausen
15086140	Möckern, Stadt	15086140	Möckern, Stadt
15086140	Möckern, Stadt	15086210	Schopsdorf
15086140	Möckern, Stadt	15086220	Stresow
15087031	Arnstein, Stadt	15087030	Arnstedt
15087386	Seegebiet Mansfelder Land	15087110	Dederstedt
15087412	Südharz	15087410	Stolberg (Harz), Stadt
15087412	Südharz	15087460	Wickerode
15087031	Arnstein, Stadt	15087465	Wiederstedt
15087015	Allstedt, Stadt	15087475	Winkel
15087220	Hettstedt, Stadt	15087220	Hettstedt, Stadt
15087220	Hettstedt, Stadt	15087335	Ritterode
15087220	Hettstedt, Stadt	15087435	Walbeck
15088195	Landsberg, Stadt	15088135	Hohenthurm
15088195	Landsberg, Stadt	15088195	Landsberg, Stadt
15088195	Landsberg, Stadt	15088290	Peißen
15088365	Teutschenthal	15088015	Angersdorf
15089307	Seeland, Stadt	15089115	Gatersleben
15089026	Barby, Stadt	15089140	Gnadau
15090003	Aland	15090585	Wahrenberg
15090070	Bismark (Altmark), Stadt	15090480	Schinne
15090245	Hohenberg-Krusemark	15090515	Schwarzholz
15090520	Seehausen (Altmark), Hansestadt	15090490	Schönberg
15090535	Stendal, Hansestadt	15090115	Dahlen
15090535	Stendal, Hansestadt	15090275	Insel
15091060	Coswig (Anhalt), Stadt	15091060	Coswig (Anhalt), Stadt
15091060	Coswig (Anhalt), Stadt	15091345	Thießen
03360006	Ebstorf,Klosterflecken	03360006	Ebstorf, Flecken
16065084	Großenehrich, Stadt	16065084	Großenehrich, Stadt
16062064	Heringen/Helme, Stadt	16062001	Auleben
16062008	Görsbach	16062008	Görsbach
16062064	Heringen/Helme, Stadt	16062015	Hamma
16062064	Heringen/Helme, Stadt	16062017	Heringen/Helme, Stadt
16062054	Urbach	16062054	Urbach
16062064	Heringen/Helme, Stadt	16062055	Uthleben
16062064	Heringen/Helme, Stadt	16062057	Windehausen
16066042	Meiningen, Stadt	16066031	Herpf
16075073	Neustadt an der Orla, Stadt	16075007	Breitenhain
16075014	Dittersdorf	16075017	Dragensdorf
16061116	Am Ohmberg	16061009	Bischofferode
16061116	Am Ohmberg	16061042	Großbodungen
16061116	Am Ohmberg	16061073	Neustadt
08117019	Eislingen/Fils, Stadt	08117019	Eislingen/ Fils, Stadt
08317971	Rheinau, gemeindefreies Gebiet	08317971	Gemeindefreier Grundbesitz
08415086	Gutsbezirk Münsingen, gemeindefreies Gebiet	08415086	Gutsbezirk Münsingen, gemfr. Gebiet
