name	area	pop_sum	pop_m	pop_w	pop_p_km2	plz	lat	lng	urb_key	urb_class	ags_new_x	ags_new_y	name_new	ags_old	name_old
Brackenheim, Stadt	45,75	15727,0	7904,0	7823,0	344,0	74336	9,06714	49,078435	02	mittlere Besiedlungsdichte	08125013				
Cleebronn	17,09	2858,0	1469,0	1389,0	167,0	74389	9,036794	49,044478	03	gering besiedelt	08125017				
Eppingen, Stadt	88,59	21312,0	10630,0	10682,0	241,0	75031	8,909012	49,137701	03	gering besiedelt	08125026				
Gemmingen	19,08	5080,0	2533,0	2547,0	266,0	75050	8,982537	49,156795	03	gering besiedelt	08125034				
Ittlingen	14,11	2472,0	1252,0	1220,0	175,0	74930	8,933835	49,192169	03	gering besiedelt	08125047				
Flein	8,47	6918,0	3325,0	3593,0	817,0	74223	9,213902	49,100989	02	mittlere Besiedlungsdichte	08125030				
Talheim	11,62	4918,0	2467,0	2451,0	423,0	74388	9,193502	49,083283	02	mittlere Besiedlungsdichte	08125094				
Lauffen am Neckar, Stadt	22,63	11042,0	5395,0	5647,0	488,0	74348	9,150312	49,076213	02	mittlere Besiedlungsdichte	08125056				
Neckarwestheim	13,97	3709,0	1883,0	1826,0	265,0	74382	9,193304	49,047055	03	gering besiedelt	08125066				
Nordheim	12,71	8021,0	3973,0	4048,0	631,0	74226	9,126068	49,109167	02	mittlere Besiedlungsdichte	08125074				
Jagsthausen	17,67	1802,0	907,0	895,0	102,0	74249	9,469854	49,309857	03	gering besiedelt	08125048				
Möckmühl, Stadt	49,6	7902,0	4021,0	3881,0	159,0	74219	9,359823	49,323117	02	mittlere Besiedlungsdichte	08125063				
Roigheim	14,01	1420,0	761,0	659,0	101,0	74255	9,340511	49,363701	03	gering besiedelt	08125084				
Widdern, Stadt	25,23	1829,0	937,0	892,0	72,0	74259	9,421596	49,318041	03	gering besiedelt	08125103				
Erlenbach	12,73	4969,0	2471,0	2498,0	390,0	74235	9,268814	49,170228	02	mittlere Besiedlungsdichte	08125027				
Neckarsulm, Stadt	24,94	26304,0	13146,0	13158,0	1055,0	74172	9,223944	49,190147	02	mittlere Besiedlungsdichte	08125065				
Untereisesheim	3,67	4145,0	2067,0	2078,0	1129,0	74257	9,202008	49,210623	02	mittlere Besiedlungsdichte	08125096				
Neuenstadt am Kocher, Stadt	41,18	9630,0	4823,0	4807,0	234,0	74196	9,330987	49,237185	02	mittlere Besiedlungsdichte	08125069				
Hardthausen am Kocher	35,55	4094,0	2182,0	1912,0	115,0	74239	9,40273	49,241418	03	gering besiedelt	08125111				
Langenbrettach	23,97	3733,0	1933,0	1800,0	156,0	74243	9,381284	49,224779	03	gering besiedelt	08125113				
Güglingen, Stadt	16,27	6168,0	3155,0	3013,0	379,0	74363	8,99847	49,066703	02	mittlere Besiedlungsdichte	08125038				
Pfaffenhofen	12,04	2335,0	1181,0	1154,0	194,0	74397	8,975253	49,063969	02	mittlere Besiedlungsdichte	08125081				
Zaberfeld	22,18	3929,0	1957,0	1972,0	177,0	74374	8,928773	49,055967	03	gering besiedelt	08125108				
Löwenstein, Stadt	23,46	3231,0	1617,0	1614,0	138,0	74245	9,380173	49,095993	03	gering besiedelt	08125059				
Obersulm	31,07	13567,0	6797,0	6770,0	437,0	74182	9,384003	49,135333	02	mittlere Besiedlungsdichte	08125110				
Abstatt	9,66	4752,0	2449,0	2303,0	492,0	74232	9,290986	49,068456	02	mittlere Besiedlungsdichte	08125001				
Beilstein, Stadt	25,25	6178,0	3075,0	3103,0	245,0	71717	9,313798	49,040994	02	mittlere Besiedlungsdichte	08125008				
Ilsfeld	26,51	9233,0	4685,0	4548,0	348,0	74360	9,24477	49,05512	03	gering besiedelt	08125046				
Untergruppenbach	27,27	8276,0	4118,0	4158,0	303,0	74199	9,276206	49,091469	02	mittlere Besiedlungsdichte	08125098				
Massenbachhausen	8,78	3402,0	1730,0	1672,0	387,0	74252	9,043423	49,177809	02	mittlere Besiedlungsdichte	08125061				
Schwaigern, Stadt	49,48	11173,0	5632,0	5541,0	226,0	74193	9,056965	49,141683	02	mittlere Besiedlungsdichte	08125086				
Eberstadt	12,5	3175,0	1574,0	1601,0	254,0	74246	9,320938	49,180243	03	gering besiedelt	08125021				
Ellhofen	5,86	3562,0	1784,0	1778,0	608,0	74248	9,321498	49,146658	02	mittlere Besiedlungsdichte	08125024				
Lehrensteinsfeld	6,22	2348,0	1206,0	1142,0	377,0	74251	9,32639	49,130481	02	mittlere Besiedlungsdichte	08125057				
Weinsberg, Stadt	22,22	12001,0	5987,0	6014,0	540,0	74189	9,285758	49,150258	02	mittlere Besiedlungsdichte	08125102				
Bretzfeld	64,7	12367,0	6214,0	6153,0	191,0	74626	9,440237	49,177232	02	mittlere Besiedlungsdichte	08126011				
Schöntal	81,65	5562,0	2814,0	2748,0	68,0	74214	9,52668	49,344441	03	gering besiedelt	08126072				
Kupferzell	54,29	6074,0	3118,0	2956,0	112,0	74635	9,68958	49,227563	03	gering besiedelt	08126047				
Neuenstein, Stadt	47,84	6506,0	3301,0	3205,0	136,0	74632	9,582512	49,205365	02	mittlere Besiedlungsdichte	08126058				
Waldenburg, Stadt	31,55	3046,0	1575,0	1471,0	97,0	74638	9,642224	49,18656	03	gering besiedelt	08126085				
Dörzbach	32,36	2463,0	1225,0	1238,0	76,0	74677	9,706625	49,383492	03	gering besiedelt	08126020				
Krautheim, Stadt	52,92	4542,0	2370,0	2172,0	86,0	74238	9,634435	49,384904	03	gering besiedelt	08126045				
Mulfingen	80,08	3700,0	1942,0	1758,0	46,0	74673	9,801118	49,340479	03	gering besiedelt	08126056				
Ingelfingen, Stadt	46,48	5516,0	2714,0	2802,0	119,0	74653	9,654049	49,299402	02	mittlere Besiedlungsdichte	08126039				
Künzelsau, Stadt	75,17	15127,0	7632,0	7495,0	201,0	74653	9,687069	49,277894	02	mittlere Besiedlungsdichte	08126046				
Forchtenberg, Stadt	38,08	4919,0	2483,0	2436,0	129,0	74670	9,562246	49,287249	03	gering besiedelt	08126028				
Niedernhall, Stadt	17,71	4002,0	2055,0	1947,0	226,0	74676	9,614213	49,295659	02	mittlere Besiedlungsdichte	08126060				
Weißbach	12,77	2039,0	1006,0	1033,0	160,0	74679	9,595907	49,299966	02	mittlere Besiedlungsdichte	08126086				
Öhringen, Stadt	67,78	23489,0	11683,0	11806,0	347,0	74613	9,505805	49,201464	02	mittlere Besiedlungsdichte	08126066				
Pfedelbach	41,3	9156,0	4573,0	4583,0	222,0	74629	9,503745	49,17696	02	mittlere Besiedlungsdichte	08126069				
Zweiflingen	32,1	1673,0	864,0	809,0	52,0	74639	9,518026	49,25588	03	gering besiedelt	08126094				
Blaufelden	90,18	5217,0	2761,0	2456,0	58,0	74572	9,974402	49,297785	03	gering besiedelt	08127008				
Mainhardt	58,69	5880,0	2941,0	2939,0	100,0	74535	9,55678	49,075798	03	gering besiedelt	08127052				
Schrozberg, Stadt	105,21	5651,0	2908,0	2743,0	54,0	74575	9,979876	49,344875	03	gering besiedelt	08127075				
Braunsbach	52,85	2518,0	1275,0	1243,0	48,0	74542	9,791297	49,198935	03	gering besiedelt	08127009				
Untermünkheim	27,14	2938,0	1495,0	1443,0	108,0	74547	9,733211	49,152884	03	gering besiedelt	08127086				
Crailsheim, Stadt	109,08	33768,0	17020,0	16748,0	310,0	74564	10,071139	49,135752	02	mittlere Besiedlungsdichte	08127014				
Satteldorf	46,21	5330,0	2727,0	2603,0	115,0	74589	10,081515	49,170293	03	gering besiedelt	08127073				
Frankenhardt	69,87	4821,0	2468,0	2353,0	69,0	74586	9,980093	49,081875	03	gering besiedelt	08127103				
Stimpfach	33,35	3095,0	1648,0	1447,0	93,0	74597	10,090569	49,062419	03	gering besiedelt	08127104				
Kreßberg	48,45	3889,0	1985,0	1904,0	80,0	74594	10,184266	49,130659	03	gering besiedelt	08127101				
Fichtenau	31,28	4595,0	2314,0	2281,0	147,0	74579	10,207151	49,070628	03	gering besiedelt	08127102				
Gerabronn, Stadt	40,38	4223,0	2145,0	2078,0	105,0	74582	9,922672	49,251834	03	gering besiedelt	08127032				
Langenburg, Stadt	31,4	1790,0	918,0	872,0	57,0	74595	9,849831	49,253622	03	gering besiedelt	08127047				
Ilshofen, Stadt	54,87	6415,0	3268,0	3147,0	117,0	74532	9,921075	49,169825	03	gering besiedelt	08127043				
Vellberg, Stadt	31,88	4302,0	2153,0	2149,0	135,0	74541	9,880771	49,086487	03	gering besiedelt	08127089				
Wolpertshausen	27,42	2100,0	1068,0	1032,0	77,0	74549	9,845223	49,167105	03	gering besiedelt	08127099				
Fichtenberg	24,19	2875,0	1459,0	1416,0	119,0	74427	9,712826	48,986058	03	gering besiedelt	08127023				
Gaildorf, Stadt	62,57	12072,0	5956,0	6116,0	193,0	74405	9,76983	49,00045	02	mittlere Besiedlungsdichte	08127025				
Oberrot	37,92	3562,0	1773,0	1789,0	94,0	74420	9,66391	49,013928	03	gering besiedelt	08127062				
Sulzbach-Laufen	43,95	2520,0	1275,0	1245,0	57,0	74429	9,845198	48,965928	03	gering besiedelt	08127079				
Bühlertann	23,59	2995,0	1497,0	1498,0	127,0	74424	9,908566	49,041125	03	gering besiedelt	08127012				
Bühlerzell	49,31	2016,0	1020,0	996,0	41,0	74426	9,918872	49,003231	03	gering besiedelt	08127013				
Obersontheim	54,83	4769,0	2434,0	2335,0	87,0	74423	9,89935	49,057122	03	gering besiedelt	08127063				
Kirchberg an der Jagst, Stadt	40,93	4293,0	2281,0	2012,0	105,0	74592	9,981388	49,20226	03	gering besiedelt	08127046				
Rot am See	74,81	5305,0	2687,0	2618,0	71,0	74585	10,02557	49,248906	03	gering besiedelt	08127071				
Wallhausen	25,47	3618,0	1839,0	1779,0	142,0	74599	10,063061	49,211863	03	gering besiedelt	08127091				
Michelbach an der Bilz	17,68	3406,0	1695,0	1711,0	193,0	74544	9,762378	49,069624	03	gering besiedelt	08127056				
Michelfeld	35,22	3717,0	1908,0	1809,0	106,0	74545	9,679757	49,097131	03	gering besiedelt	08127059				
Schwäbisch Hall, Stadt	104,23	38827,0	18763,0	20064,0	373,0	74523	9,739951	49,111579	02	mittlere Besiedlungsdichte	08127076				
Rosengarten	31,01	5107,0	2506,0	2601,0	165,0	74538	9,726334	49,066934	03	gering besiedelt	08127100				
Creglingen, Stadt	117,22	4731,0	2412,0	2319,0	40,0	97993	10,032709	49,470427	03	gering besiedelt	08128020				
Freudenberg, Stadt	34,78	3800,0	1902,0	1898,0	109,0	97896	9,324222	49,742099	03	gering besiedelt	08128039				
Külsheim, Stadt	81,46	5187,0	2691,0	2496,0	64,0	97900	9,517596	49,670835	03	gering besiedelt	08128064				
Niederstetten, Stadt	104,06	4822,0	2435,0	2387,0	46,0	97996	9,917243	49,401781	03	gering besiedelt	08128082				
Weikersheim, Stadt	80,92	7324,0	3645,0	3679,0	91,0	97990	9,902462	49,482875	03	gering besiedelt	08128126				
Wertheim, Stadt	138,63	23405,0	11692,0	11713,0	169,0	97877	9,516823	49,759581	03	gering besiedelt	08128131				
Lauda-Königshofen, Stadt	94,47	14573,0	7218,0	7355,0	154,0	97922	9,70108	49,57011	02	mittlere Besiedlungsdichte	08128139				
Assamstadt	17,2	2246,0	1122,0	1124,0	131,0	97959	9,686743	49,427324	03	gering besiedelt	08128006				
Bad Mergentheim, Stadt	129,97	23064,0	11151,0	11913,0	177,0	97980	9,773085	49,490973	02	mittlere Besiedlungsdichte	08128007				
Igersheim	42,83	5543,0	2758,0	2785,0	129,0	97999	9,815731	49,496624	02	mittlere Besiedlungsdichte	08128058				
Boxberg, Stadt	101,81	6630,0	3364,0	3266,0	65,0	97944	9,642832	49,484971	03	gering besiedelt	08128014				
Ahorn	53,96	2186,0	1128,0	1058,0	41,0	74744	9,540368	49,501528	03	gering besiedelt	08128138				
Grünsfeld, Stadt	44,72	3603,0	1831,0	1772,0	81,0	97947	9,744701	49,607521	03	gering besiedelt	08128047				
Wittighausen	32,36	1647,0	836,0	811,0	51,0	97957	9,838518	49,612832	03	gering besiedelt	08128137				
Großrinderfeld	56,28	3920,0	1977,0	1943,0	70,0	97950	9,733541	49,665421	03	gering besiedelt	08128045				
Königheim	61,23	3035,0	1531,0	1504,0	50,0	97953	9,592932	49,618084	03	gering besiedelt	08128061				
Tauberbischofsheim, Stadt	69,32	13201,0	6569,0	6632,0	190,0	97941	9,662778	49,622047	02	mittlere Besiedlungsdichte	08128115				
Werbach	43,18	3264,0	1629,0	1635,0	76,0	97956	9,638538	49,670749	03	gering besiedelt	08128128				
Dischingen	78,06	4352,0	2239,0	2113,0	56,0	89561	10,364184	48,696067	03	gering besiedelt	08135010				
Gerstetten	92,43	11664,0	5787,0	5877,0	126,0	89547	10,018422	48,622994	03	gering besiedelt	08135015				
Herbrechtingen, Stadt	58,63	12915,0	6341,0	6574,0	220,0	89542	10,175775	48,621668	02	mittlere Besiedlungsdichte	08135020				
Königsbronn	45,46	7142,0	3532,0	3610,0	157,0	89551	10,11239	48,743064	03	gering besiedelt	08135025				
Steinheim am Albuch	82,42	8638,0	4290,0	4348,0	105,0	89555	10,063541	48,692172	03	gering besiedelt	08135032				
Giengen an der Brenz, Stadt	44,07	19342,0	9654,0	9688,0	439,0	89537	10,24167	48,623783	02	mittlere Besiedlungsdichte	08135016				
Hermaringen	15,25	2162,0	1111,0	1051,0	142,0	89568	10,261636	48,596078	02	mittlere Besiedlungsdichte	08135021				
Heidenheim an der Brenz, Stadt	107,1	48048,0	23752,0	24296,0	449,0	89522	10,154639	48,677736	02	mittlere Besiedlungsdichte	08135019				
Nattheim	44,99	6241,0	3163,0	3078,0	139,0	89564	10,241784	48,699582	03	gering besiedelt	08135026				
Niederstotzingen, Stadt	29,81	4611,0	2311,0	2300,0	155,0	89168	10,236742	48,536593	03	gering besiedelt	08135027				
Sontheim an der Brenz	28,92	5412,0	2716,0	2696,0	187,0	89567	10,2867	48,556231	02	mittlere Besiedlungsdichte	08135031				
Abtsgmünd	71,6	7293,0	3653,0	3640,0	102,0	73453	10,002231	48,894913	03	gering besiedelt	08136002				
Gschwend	54,5	4966,0	2473,0	2493,0	91,0	74417	9,74354	48,93413	03	gering besiedelt	08136027				
Lorch, Stadt	34,28	10800,0	5440,0	5360,0	315,0	73547	9,689403	48,797029	02	mittlere Besiedlungsdichte	08136042				
Neresheim, Stadt	118,52	7935,0	4082,0	3853,0	67,0	73450	10,336826	48,752577	03	gering besiedelt	08136045				
Oberkochen, Stadt	23,57	7761,0	3826,0	3935,0	329,0	73447	10,105585	48,784042	02	mittlere Besiedlungsdichte	08136050				
Essingen	58,5	6407,0	3187,0	3220,0	110,0	73457	10,027392	48,808719	03	gering besiedelt	08136021				
Hüttlingen	18,71	6030,0	2979,0	3051,0	322,0	73460	10,097961	48,892987	02	mittlere Besiedlungsdichte	08136033				
Aalen, Stadt	146,63	67344,0	33312,0	34032,0	459,0	73430	10,092337	48,835057	02	mittlere Besiedlungsdichte	08136088				
Bopfingen, Stadt	76,98	11822,0	5845,0	5977,0	154,0	73441	10,351593	48,857911	03	gering besiedelt	08136010				
Kirchheim am Ries	21,05	1896,0	972,0	924,0	90,0	73467	10,400463	48,877758	03	gering besiedelt	08136037				
Riesbürg	17,96	2309,0	1152,0	1157,0	129,0	73469	10,434643	48,850164	03	gering besiedelt	08136087				
Adelmannsfelden	22,9	1714,0	862,0	852,0	75,0	73486	10,003628	48,954324	03	gering besiedelt	08136003				
Ellenberg	30,2	1692,0	847,0	845,0	56,0	73488	10,216727	49,01335	03	gering besiedelt	08136018				
Ellwangen (Jagst), Stadt	127,4	26574,0	13698,0	12876,0	209,0	73479	10,131979	48,962988	02	mittlere Besiedlungsdichte	08136019				
Jagstzell	37,97	2318,0	1175,0	1143,0	61,0	73489	10,101201	49,027973	03	gering besiedelt	08136035				
Neuler	36,27	3166,0	1585,0	1581,0	87,0	73491	10,069574	48,928632	03	gering besiedelt	08136046				
Rosenberg	41,02	2633,0	1363,0	1270,0	64,0	73494	10,033041	49,01992	03	gering besiedelt	08136060				
Wört	18,17	1369,0	707,0	662,0	75,0	73499	10,273842	49,030785	03	gering besiedelt	08136084				
Rainau	25,44	3256,0	1674,0	1582,0	128,0	73492	10,138467	48,928166	03	gering besiedelt	08136089				
Lauchheim, Stadt	40,86	4727,0	2396,0	2331,0	116,0	73466	10,245244	48,871764	03	gering besiedelt	08136038				
Westhausen	38,46	6007,0	3038,0	2969,0	156,0	73463	10,186554	48,884017	03	gering besiedelt	08136082				
Eschach	20,27	1752,0	865,0	887,0	86,0	73569	9,869562	48,887766	03	gering besiedelt	08136020				
Göggingen	11,38	2460,0	1218,0	1242,0	216,0	73571	9,887271	48,8635	02	mittlere Besiedlungsdichte	08136024				
Iggingen	11,42	2554,0	1278,0	1276,0	224,0	73574	9,879122	48,831329	02	mittlere Besiedlungsdichte	08136034				
Leinzell	2,11	2005,0	1002,0	1003,0	950,0	73575	9,877571	48,849263	02	mittlere Besiedlungsdichte	08136040				
Obergröningen	5,86	451,0	237,0	214,0	77,0	73569	9,909802	48,893895	03	gering besiedelt	08136049				
Schechingen	11,87	2285,0	1137,0	1148,0	193,0	73579	9,917603	48,87361	03	gering besiedelt	08136062				
Bartholomä	20,75	2033,0	1006,0	1027,0	98,0	73566	9,987345	48,752118	03	gering besiedelt	08136007				
Böbingen an der Rems	12,22	4513,0	2267,0	2246,0	369,0	73560	9,920981	48,82016	02	mittlere Besiedlungsdichte	08136009				
Heubach, Stadt	25,81	9744,0	4793,0	4951,0	378,0	73540	9,934626	48,78878	02	mittlere Besiedlungsdichte	08136028				
Heuchlingen	9,04	1814,0	927,0	887,0	201,0	73572	9,942563	48,853843	03	gering besiedelt	08136029				
Mögglingen	10,27	4173,0	2065,0	2108,0	406,0	73563	9,962526	48,82339	03	gering besiedelt	08136043				
Schwäbisch Gmünd, Stadt	113,78	59840,0	29212,0	30628,0	526,0	73525	9,796508	48,802384	02	mittlere Besiedlungsdichte	08136065				
Waldstetten	20,95	7102,0	3495,0	3607,0	339,0	73550	9,819633	48,766084	02	mittlere Besiedlungsdichte	08136079				
Durlangen	10,43	2936,0	1527,0	1409,0	281,0	73568	9,793078	48,855882	03	gering besiedelt	08136015				
Mutlangen	8,78	6588,0	3248,0	3340,0	750,0	73557	9,797933	48,823598	02	mittlere Besiedlungsdichte	08136044				
Ruppertshofen	14,22	1823,0	949,0	874,0	128,0	73577	9,814323	48,884049	03	gering besiedelt	08136061				
Spraitbach	12,39	3302,0	1616,0	1686,0	267,0	73565	9,762281	48,880569	03	gering besiedelt	08136066				
Täferrot	12,0	984,0	500,0	484,0	82,0	73527	9,83689	48,849433	03	gering besiedelt	08136070				
Stödtlen	31,19	1872,0	920,0	952,0	60,0	73495	10,301188	49,000185	03	gering besiedelt	08136068				
Tannhausen	17,74	1843,0	899,0	944,0	104,0	73497	10,357201	48,978945	03	gering besiedelt	08136071				
Unterschneidheim	68,07	4557,0	2370,0	2187,0	67,0	73485	10,365761	48,942	03	gering besiedelt	08136075				
Baden-Baden, Stadt	140,21	54160,0	25769,0	28391,0	386,0	76530	8,239951	48,761794	02	mittlere Besiedlungsdichte	08211000				
Karlsruhe, Stadt	173,46	307755,0	156686,0	151069,0	1774,0	76133	8,405282	49,009626	01	dicht besiedelt	08212000				
Ettlingen, Stadt	56,74	38982,0	18997,0	19985,0	687,0	76275	8,405904	48,942	02	mittlere Besiedlungsdichte	08215017				
Malsch	51,24	14103,0	7075,0	7028,0	275,0	76316	8,334952	48,879543	02	mittlere Besiedlungsdichte	08215046				
Marxzell	34,92	5088,0	2552,0	2536,0	146,0	76359	8,448322	48,863172	03	gering besiedelt	08215047				
Östringen, Stadt	53,23	12627,0	6354,0	6273,0	237,0	76684	8,712417	49,218783	03	gering besiedelt	08215064				
Ubstadt-Weiher	36,5	13057,0	6549,0	6508,0	358,0	76698	8,631072	49,160402	02	mittlere Besiedlungsdichte	08215084				
Walzbachtal	36,69	9642,0	4766,0	4876,0	263,0	75045	8,611602	49,010197	03	gering besiedelt	08215089				
Weingarten (Baden)	29,4	10084,0	4920,0	5164,0	343,0	76356	8,531712	49,050225	02	mittlere Besiedlungsdichte	08215090				
Karlsbad	38,02	15807,0	7747,0	8060,0	416,0	76307	8,50601	48,916735	02	mittlere Besiedlungsdichte	08215096				
Kraichtal, Stadt	80,56	14806,0	7366,0	7440,0	184,0	76703	8,714528	49,122597	03	gering besiedelt	08215097				
Pfinztal	31,05	17914,0	8846,0	9068,0	577,0	76327	8,541756	48,986457	02	mittlere Besiedlungsdichte	08215101				
Eggenstein-Leopoldshafen	26,09	15919,0	7748,0	8171,0	610,0	76344	8,392996	49,08108	02	mittlere Besiedlungsdichte	08215102				
Linkenheim-Hochstetten	23,6	11855,0	5883,0	5972,0	502,0	76351	8,408502	49,124733	02	mittlere Besiedlungsdichte	08215105				
Waghäusel, Stadt	42,84	20629,0	10297,0	10332,0	482,0	68753	8,514287	49,250734	02	mittlere Besiedlungsdichte	08215106				
Rheinstetten, Stadt	32,29	20330,0	9940,0	10390,0	630,0	76287	8,292901	48,959096	02	mittlere Besiedlungsdichte	08215108				
Stutensee, Stadt	45,68	24063,0	11909,0	12154,0	527,0	76297	8,470789	49,063748	02	mittlere Besiedlungsdichte	08215109				
Waldbronn	11,35	12421,0	6160,0	6261,0	1094,0	76337	8,461134	48,931426	02	mittlere Besiedlungsdichte	08215110				
Kronau	10,91	5648,0	2805,0	2843,0	518,0	76709	8,634487	49,219296	02	mittlere Besiedlungsdichte	08215039				
Bad Schönborn	24,11	12896,0	6489,0	6407,0	535,0	76669	8,652877	49,219375	02	mittlere Besiedlungsdichte	08215100				
Bretten, Stadt	71,11	28826,0	14343,0	14483,0	405,0	75015	8,707641	49,036665	02	mittlere Besiedlungsdichte	08215007				
Gondelsheim	14,86	3722,0	1877,0	1845,0	250,0	75053	8,657949	49,05879	02	mittlere Besiedlungsdichte	08215025				
Bruchsal, Stadt	93,03	44104,0	22080,0	22024,0	474,0	76646	8,5977	49,125785	02	mittlere Besiedlungsdichte	08215009				
Forst	11,46	7980,0	4021,0	3959,0	696,0	76694	8,586918	49,152909	02	mittlere Besiedlungsdichte	08215021				
Hambrücken	10,97	5504,0	2757,0	2747,0	502,0	76707	8,544792	49,186033	02	mittlere Besiedlungsdichte	08215029				
Karlsdorf-Neuthard	14,01	10176,0	5093,0	5083,0	726,0	76689	8,545484	49,136151	02	mittlere Besiedlungsdichte	08215103				
Graben-Neudorf	28,8	11778,0	5851,0	5927,0	409,0	76676	8,496271	49,172696	02	mittlere Besiedlungsdichte	08215099				
Dettenheim	30,89	6494,0	3268,0	3226,0	210,0	76706	8,416403	49,160199	03	gering besiedelt	08215111				
Kürnbach	12,67	2330,0	1156,0	1174,0	184,0	75057	8,844275	49,076664	03	gering besiedelt	08215040				
Oberderdingen	33,57	10540,0	5228,0	5312,0	314,0	75038	8,80201	49,062716	03	gering besiedelt	08215059				
Philippsburg, Stadt	50,56	12680,0	6402,0	6278,0	251,0	76661	8,453544	49,236173	03	gering besiedelt	08215066				
Oberhausen-Rheinhausen	18,95	9409,0	4639,0	4770,0	497,0	68794	8,482728	49,260511	02	mittlere Besiedlungsdichte	08215107				
Sulzfeld	18,76	4741,0	2396,0	2345,0	253,0	75056	8,856733	49,103766	03	gering besiedelt	08215082				
Zaisenhausen	10,1	1686,0	869,0	817,0	167,0	75059	8,812919	49,105526	03	gering besiedelt	08215094				
Bühlertal	17,68	8085,0	4078,0	4007,0	457,0	77830	8,190926	48,683772	02	mittlere Besiedlungsdichte	08216008				
Forbach	131,82	4895,0	2433,0	2462,0	37,0	76596	8,358737	48,680136	03	gering besiedelt	08216013				
Gaggenau, Stadt	65,05	29032,0	14210,0	14822,0	446,0	76571	8,31989	48,804347	02	mittlere Besiedlungsdichte	08216015				
Bischweier	4,59	3031,0	1523,0	1508,0	660,0	76476	8,28315	48,838747	02	mittlere Besiedlungsdichte	08216006				
Kuppenheim, Stadt	18,08	8209,0	3994,0	4215,0	454,0	76456	8,254177	48,827747	02	mittlere Besiedlungsdichte	08216024				
Bühl, Stadt	73,2	28882,0	14138,0	14744,0	395,0	77815	8,136444	48,696265	02	mittlere Besiedlungsdichte	08216007				
