name	area	pop_sum	pop_m	pop_w	pop_p_km2	plz	lat	lng	urb_key	urb_class	ags_new_x	ags_new_y	name_new	ags_old	name_old
Bell	10,26	1349,0	665,0	684,0	131,0	56745	7,232896	50,387486	03	gering besiedelt	07137008				
Mendig, Stadt	23,78	8725,0	4327,0	4398,0	367,0	56743	7,280288	50,372828	02	mittlere Besiedlungsdichte	07137069				
Rieden	9,1	1226,0	595,0	631,0	135,0	56745	7,176587	50,395085	03	gering besiedelt	07137093				
Thür	8,26	1461,0	715,0	746,0	177,0	56743	7,276448	50,35696	02	mittlere Besiedlungsdichte	07137101				
Volkesfeld	2,58	553,0	289,0	264,0	214,0	56745	7,150074	50,390082	03	gering besiedelt	07137106				
Niederwerth	3,03	1324,0	669,0	655,0	437,0	56179	7,606899	50,395743	02	mittlere Besiedlungsdichte	07137218				
Urbar	3,46	3160,0	1591,0	1569,0	913,0	56182	7,623946	50,380196	02	mittlere Besiedlungsdichte	07137224				
Vallendar, Stadt	13,22	8502,0	4072,0	4430,0	643,0	56179	7,622831	50,398186	02	mittlere Besiedlungsdichte	07137226				
Weitersburg	6,62	2341,0	1154,0	1187,0	354,0	56191	7,598656	50,414045	02	mittlere Besiedlungsdichte	07137229				
Bassenheim	14,76	2943,0	1472,0	1471,0	199,0	56220	7,457078	50,358978	03	gering besiedelt	07137202				
Kaltenengers	3,07	2082,0	1055,0	1027,0	678,0	56220	7,541639	50,416846	02	mittlere Besiedlungsdichte	07137209				
Kettig	7,77	3352,0	1646,0	1706,0	431,0	56220	7,461457	50,398168	02	mittlere Besiedlungsdichte	07137211				
Mülheim-Kärlich, Stadt	16,34	11052,0	5424,0	5628,0	676,0	56218	7,497417	50,38682	02	mittlere Besiedlungsdichte	07137216				
Sankt Sebastian	2,88	2609,0	1273,0	1336,0	906,0	56220	7,5648	50,410442	02	mittlere Besiedlungsdichte	07137222				
Urmitz	3,77	3492,0	1751,0	1741,0	926,0	56220	7,519578	50,415808	02	mittlere Besiedlungsdichte	07137225				
Weißenthurm, Stadt	3,99	8894,0	4582,0	4312,0	2229,0	56575	7,455206	50,415706	02	mittlere Besiedlungsdichte	07137228				
Alken	8,05	651,0	312,0	339,0	81,0	56332	7,448283	50,248557	03	gering besiedelt	07137201				
Brey	6,42	1510,0	733,0	777,0	235,0	56321	7,626757	50,272043	02	mittlere Besiedlungsdichte	07137204				
Brodenbach	9,64	615,0	303,0	312,0	64,0	56332	7,446804	50,226302	03	gering besiedelt	07137205				
Burgen	11,28	735,0	364,0	371,0	65,0	56332	7,391389	50,210682	03	gering besiedelt	07137206				
Dieblich	17,68	2448,0	1210,0	1238,0	138,0	56332	7,470586	50,313841	03	gering besiedelt	07137207				
Hatzenport	3,77	609,0	302,0	307,0	162,0	56332	7,419168	50,228389	03	gering besiedelt	07137208				
Kobern-Gondorf	28,36	3150,0	1548,0	1602,0	111,0	56330	7,455606	50,30932	03	gering besiedelt	07137212				
Löf	5,34	1515,0	749,0	766,0	284,0	56332	7,440957	50,234638	03	gering besiedelt	07137214				
Macken	8,61	349,0	184,0	165,0	41,0	56290	7,39764	50,173902	03	gering besiedelt	07137215				
Niederfell	11,67	1033,0	404,0	629,0	89,0	56332	7,463325	50,290596	03	gering besiedelt	07137217				
Nörtershausen	5,66	1106,0	548,0	558,0	195,0	56283	7,480618	50,225001	03	gering besiedelt	07137219				
Oberfell	5,51	1090,0	539,0	551,0	198,0	56332	7,447717	50,257286	03	gering besiedelt	07137220				
Rhens, Stadt	16,32	2909,0	1410,0	1499,0	178,0	56321	7,617713	50,280703	02	mittlere Besiedlungsdichte	07137221				
Spay	2,69	1934,0	911,0	1023,0	719,0	56322	7,64806	50,260131	02	mittlere Besiedlungsdichte	07137223				
Waldesch	3,34	2211,0	1095,0	1116,0	662,0	56323	7,543863	50,279877	03	gering besiedelt	07137227				
Winningen	6,66	2448,0	1167,0	1281,0	368,0	56333	7,517828	50,316438	02	mittlere Besiedlungsdichte	07137230				
Wolken	2,86	1070,0	511,0	559,0	374,0	56332	7,472396	50,336645	03	gering besiedelt	07137231				
Lehmen	10,24	1355,0	672,0	683,0	132,0	56332	7,450328	50,283786	03	gering besiedelt	07137504				
Neuwied, Stadt	86,5	64340,0	31344,0	32996,0	744,0	56564	7,459692	50,429018	02	mittlere Besiedlungsdichte	07138045				
Asbach	38,59	7190,0	3573,0	3617,0	186,0	53567	7,423951	50,66519	02	mittlere Besiedlungsdichte	07138003				
Neustadt (Wied)	35,83	6275,0	3104,0	3171,0	175,0	53577	7,427497	50,62313	03	gering besiedelt	07138044				
Windhagen	13,11	4205,0	2114,0	2091,0	321,0	53578	7,353992	50,643153	02	mittlere Besiedlungsdichte	07138077				
Buchholz (Westerwald)	20,63	4443,0	2250,0	2193,0	215,0	53567	7,394951	50,687713	03	gering besiedelt	07138080				
Bad Hönningen, Stadt	20,09	5760,0	2808,0	2952,0	287,0	53557	7,306432	50,515502	02	mittlere Besiedlungsdichte	07138004				
Hammerstein	7,21	342,0	155,0	187,0	47,0	56598	7,350736	50,477546	03	gering besiedelt	07138024				
Leutesdorf	10,79	1820,0	923,0	897,0	169,0	56599	7,385998	50,452992	02	mittlere Besiedlungsdichte	07138038				
Rheinbrohl	17,2	3909,0	1950,0	1959,0	227,0	56598	7,331465	50,495813	02	mittlere Besiedlungsdichte	07138063				
Dierdorf, Stadt	31,9	5663,0	2818,0	2845,0	178,0	56269	7,659427	50,547775	03	gering besiedelt	07138012				
Großmaischeid	15,52	2348,0	1149,0	1199,0	151,0	56276	7,634071	50,504881	03	gering besiedelt	07138023				
Isenburg	4,17	630,0	306,0	324,0	151,0	56271	7,58845	50,476039	03	gering besiedelt	07138031				
Kleinmaischeid	6,99	1316,0	614,0	702,0	188,0	56271	7,606314	50,512183	03	gering besiedelt	07138034				
Stebach	2,38	314,0	159,0	155,0	132,0	56276	7,659989	50,511474	03	gering besiedelt	07138069				
Marienhausen	4,85	472,0	234,0	238,0	97,0	56269	7,691564	50,563076	03	gering besiedelt	07138201				
Dattenberg	9,33	1514,0	753,0	761,0	162,0	53547	7,292212	50,553203	02	mittlere Besiedlungsdichte	07138009				
Leubsdorf	10,22	1595,0	787,0	808,0	156,0	53547	7,291244	50,547529	02	mittlere Besiedlungsdichte	07138037				
Linz am Rhein, Stadt	17,98	5902,0	2822,0	3080,0	328,0	53545	7,282754	50,568845	02	mittlere Besiedlungsdichte	07138041				
Ockenfels	1,66	1036,0	521,0	515,0	624,0	53545	7,273141	50,576799	02	mittlere Besiedlungsdichte	07138055				
Sankt Katharinen (Landkreis Neuwied)	13,85	3380,0	1693,0	1687,0	244,0	53562	7,345257	50,591086	02	mittlere Besiedlungsdichte	07138068				
Vettelschoß	6,91	3480,0	1720,0	1760,0	504,0	53560	7,346548	50,61831	02	mittlere Besiedlungsdichte	07138075				
Kasbach-Ohlenberg	4,78	1396,0	693,0	703,0	292,0	53547	7,283651	50,589134	02	mittlere Besiedlungsdichte	07138501				
Dernbach	5,48	1040,0	509,0	531,0	190,0	56307	7,598158	50,544692	03	gering besiedelt	07138011				
Döttesfeld	5,86	600,0	308,0	292,0	102,0	56305	7,549183	50,623322	03	gering besiedelt	07138013				
Dürrholz	6,9	1231,0	631,0	600,0	178,0	56307	7,581406	50,587644	03	gering besiedelt	07138014				
Hanroth	2,43	626,0	305,0	321,0	258,0	56316	7,641999	50,587891	03	gering besiedelt	07138025				
Harschbach	2,18	405,0	199,0	206,0	186,0	56307	7,59522	50,572919	03	gering besiedelt	07138027				
Linkenbach	5,43	478,0	243,0	235,0	88,0	56317	7,553575	50,572953	03	gering besiedelt	07138040				
Niederhofen	1,38	423,0	213,0	210,0	307,0	56316	7,600552	50,562176	03	gering besiedelt	07138048				
Niederwambach	6,9	429,0	226,0	203,0	62,0	57614	7,597364	50,632052	03	gering besiedelt	07138050				
Oberdreis	9,0	852,0	428,0	424,0	95,0	57639	7,663439	50,627043	03	gering besiedelt	07138052				
Puderbach	11,03	2348,0	1115,0	1233,0	213,0	56305	7,60931	50,596154	03	gering besiedelt	07138057				
Ratzert	2,78	229,0	109,0	120,0	82,0	57614	7,610281	50,641129	03	gering besiedelt	07138058				
Raubach	7,83	1924,0	930,0	994,0	246,0	56316	7,624421	50,575172	03	gering besiedelt	07138059				
Rodenbach bei Puderbach	6,62	630,0	325,0	305,0	95,0	57639	7,648999	50,638506	03	gering besiedelt	07138064				
Steimel	5,59	1268,0	626,0	642,0	227,0	57614	7,627892	50,617697	03	gering besiedelt	07138070				
Urbach	11,26	1488,0	757,0	731,0	132,0	56317	7,586631	50,562798	03	gering besiedelt	07138074				
Woldert	5,03	570,0	293,0	277,0	113,0	57614	7,647602	50,602477	03	gering besiedelt	07138078				
Anhausen	9,54	1364,0	663,0	701,0	143,0	56584	7,55307	50,499676	03	gering besiedelt	07138002				
Bonefeld	5,21	950,0	469,0	481,0	182,0	56579	7,490326	50,524773	02	mittlere Besiedlungsdichte	07138005				
Ehlscheid	6,29	1386,0	675,0	711,0	220,0	56581	7,469096	50,515967	02	mittlere Besiedlungsdichte	07138015				
Hardert	3,44	833,0	409,0	424,0	242,0	56579	7,518774	50,518101	03	gering besiedelt	07138026				
Hümmerich	4,27	781,0	398,0	383,0	183,0	53547	7,496106	50,568365	03	gering besiedelt	07138030				
Kurtscheid	5,1	952,0	475,0	477,0	187,0	56581	7,460901	50,533925	03	gering besiedelt	07138036				
Meinborn	4,39	523,0	267,0	256,0	119,0	56584	7,562359	50,496762	03	gering besiedelt	07138042				
Melsbach	2,8	1991,0	976,0	1015,0	711,0	56581	7,479555	50,487858	02	mittlere Besiedlungsdichte	07138043				
Oberhonnefeld-Gierend	3,97	1085,0	528,0	557,0	273,0	56587	7,516923	50,553659	03	gering besiedelt	07138053				
Oberraden	4,33	642,0	325,0	317,0	148,0	56587	7,533766	50,549844	03	gering besiedelt	07138054				
Rengsdorf	6,91	2678,0	1302,0	1376,0	388,0	56579	7,495878	50,503405	02	mittlere Besiedlungsdichte	07138061				
Rüscheid	4,9	781,0	391,0	390,0	159,0	56584	7,565627	50,522824	03	gering besiedelt	07138066				
Straßenhaus	10,16	1885,0	937,0	948,0	186,0	56587	7,515087	50,539879	03	gering besiedelt	07138071				
Thalhausen	3,66	731,0	377,0	354,0	200,0	56584	7,583023	50,50283	03	gering besiedelt	07138072				
Bruchhausen	2,58	967,0	494,0	473,0	375,0	53572	7,251595	50,602142	02	mittlere Besiedlungsdichte	07138008				
Erpel	9,21	2537,0	1249,0	1288,0	275,0	53579	7,239148	50,584589	02	mittlere Besiedlungsdichte	07138019				
Rheinbreitbach	6,58	4500,0	2198,0	2302,0	684,0	53619	7,228693	50,617779	02	mittlere Besiedlungsdichte	07138062				
Unkel, Stadt	8,16	5075,0	2424,0	2651,0	622,0	53572	7,216955	50,59765	02	mittlere Besiedlungsdichte	07138073				
Breitscheid	12,21	2120,0	1060,0	1060,0	174,0	53547	7,442685	50,582244	03	gering besiedelt	07138006				
Hausen (Wied)	7,69	1858,0	950,0	908,0	242,0	53547	7,407087	50,5424	03	gering besiedelt	07138007				
Datzeroth	8,0	247,0	113,0	134,0	31,0	56589	7,429153	50,506536	03	gering besiedelt	07138010				
Niederbreitbach	8,53	1582,0	785,0	797,0	185,0	56589	7,41779	50,530088	03	gering besiedelt	07138047				
Roßbach	6,4	1472,0	749,0	723,0	230,0	53547	7,416099	50,574872	03	gering besiedelt	07138065				
Waldbreitbach	6,39	1844,0	824,0	1020,0	289,0	56588	7,417784	50,552304	03	gering besiedelt	07138076				
Boppard, Stadt	75,27	15404,0	7536,0	7868,0	205,0	56154	7,590758	50,231624	02	mittlere Besiedlungsdichte	07140501				
Badenhard	3,0	155,0	78,0	77,0	52,0	56291	7,633533	50,122608	03	gering besiedelt	07140005				
Bickenbach	6,39	339,0	167,0	172,0	53,0	56291	7,526694	50,126047	03	gering besiedelt	07140014				
Birkheim	2,3	138,0	71,0	67,0	60,0	56291	7,621209	50,116391	03	gering besiedelt	07140016				
Dörth	5,15	519,0	268,0	251,0	101,0	56281	7,588942	50,148494	03	gering besiedelt	07140031				
Emmelshausen, Stadt	7,91	4748,0	2299,0	2449,0	600,0	56281	7,55188	50,15564	02	mittlere Besiedlungsdichte	07140036	07140036	Emmelshausen, Stadt	07140036	Emmelshausen
Gondershausen	13,45	1256,0	630,0	626,0	93,0	56283	7,496868	50,160728	03	gering besiedelt	07140043				
Halsenbach	10,04	1247,0	673,0	574,0	124,0	56283	7,550566	50,17601	02	mittlere Besiedlungsdichte	07140045				
Hausbay	3,24	184,0	89,0	95,0	57,0	56291	7,558543	50,106728	03	gering besiedelt	07140047				
Hungenroth	6,02	247,0	131,0	116,0	41,0	56281	7,60096	50,143568	03	gering besiedelt	07140060				
Karbach	4,98	616,0	319,0	297,0	124,0	56281	7,616308	50,159074	03	gering besiedelt	07140063				
Kratzenburg	7,15	396,0	202,0	194,0	55,0	56283	7,554894	50,186864	03	gering besiedelt	07140075				
Leiningen	5,75	724,0	362,0	362,0	126,0	56291	7,568797	50,131512	03	gering besiedelt	07140084				
Lingerhahn	6,01	450,0	237,0	213,0	75,0	56291	7,56377	50,093806	03	gering besiedelt	07140087				
Maisborn	1,47	127,0	65,0	62,0	86,0	56291	7,581072	50,081769	03	gering besiedelt	07140089				
Mermuth	4,92	239,0	118,0	121,0	49,0	56283	7,482976	50,17016	03	gering besiedelt	07140093				
Mühlpfad	1,39	70,0	41,0	29,0	50,0	56291	7,554004	50,121594	03	gering besiedelt	07140098				
Ney	5,6	333,0	161,0	172,0	59,0	56283	7,537156	50,183021	03	gering besiedelt	07140102				
Niedert	2,21	130,0	64,0	66,0	59,0	56291	7,542776	50,126014	03	gering besiedelt	07140108				
Norath	3,3	465,0	233,0	232,0	141,0	56291	7,57922	50,125564	03	gering besiedelt	07140110				
Pfalzfeld	5,27	623,0	319,0	304,0	118,0	56291	7,578784	50,113145	03	gering besiedelt	07140117				
Schwall	1,77	338,0	158,0	180,0	191,0	56281	7,552494	50,144913	03	gering besiedelt	07140140				
Thörlingen	2,24	150,0	83,0	67,0	67,0	56291	7,531302	50,134748	03	gering besiedelt	07140149				
Utzenhain	4,47	115,0	58,0	57,0	26,0	56291	7,639618	50,131755	03	gering besiedelt	07140156				
Beulich	13,28	490,0	255,0	235,0	37,0	56283	7,451943	50,173525	03	gering besiedelt	07140201				
Morshausen	7,56	363,0	193,0	170,0	48,0	56283	7,441884	50,192212	03	gering besiedelt	07140205				
Alterkülz	7,58	433,0	223,0	210,0	57,0	56288	7,465531	50,031246	03	gering besiedelt	07140001				
Bell (Hunsrück)	23,53	1450,0	729,0	721,0	62,0	56288	7,415111	50,060855	03	gering besiedelt	07140009				
Beltheim	24,85	1950,0	965,0	985,0	78,0	56290	7,461682	50,105877	03	gering besiedelt	07140010				
Braunshorn	6,99	604,0	306,0	298,0	86,0	56288	7,516958	50,090792	03	gering besiedelt	07140018				
Buch	13,45	879,0	461,0	418,0	65,0	56290	7,387139	50,077143	03	gering besiedelt	07140021				
Gödenroth	6,81	471,0	239,0	232,0	69,0	56290	7,487284	50,087303	03	gering besiedelt	07140042				
Hasselbach	4,79	189,0	86,0	103,0	39,0	56288	7,446573	50,040666	03	gering besiedelt	07140046				
Hollnich	2,27	300,0	155,0	145,0	132,0	56288	7,487869	50,072848	03	gering besiedelt	07140055				
Kastellaun, Stadt	8,47	5274,0	2618,0	2656,0	623,0	56288	7,44201	50,071241	03	gering besiedelt	07140064				
Korweiler	2,43	86,0	44,0	42,0	35,0	56288	7,415697	50,107437	03	gering besiedelt	07140073				
Michelbach	2,39	168,0	83,0	85,0	70,0	56288	7,453674	50,015345	03	gering besiedelt	07140095				
Roth	3,87	258,0	134,0	124,0	67,0	56288	7,455648	50,086734	03	gering besiedelt	07140131				
Spesenroth	3,51	142,0	74,0	68,0	40,0	56288	7,460139	50,049378	03	gering besiedelt	07140147				
Uhler	5,58	346,0	177,0	169,0	62,0	56290	7,432447	50,088176	03	gering besiedelt	07140153				
Dommershausen	24,7	1086,0	534,0	552,0	44,0	56290	7,399615	50,142691	03	gering besiedelt	07140202				
Mastershausen	11,83	983,0	482,0	501,0	83,0	56869	7,354759	50,064296	03	gering besiedelt	07140204				
Lahr	3,6	170,0	91,0	79,0	47,0	56288	7,365749	50,125403	03	gering besiedelt	07140502				
Mörsdorf	17,37	610,0	291,0	319,0	35,0	56290	7,344371	50,102787	03	gering besiedelt	07140503				
Zilshausen	6,63	305,0	148,0	157,0	46,0	56288	7,383121	50,113271	03	gering besiedelt	07140504				
Bärenbach	4,83	440,0	225,0	215,0	91,0	55483	7,302424	49,947223	03	gering besiedelt	07140006				
Belg	4,79	133,0	69,0	64,0	28,0	56858	7,308065	49,98358	03	gering besiedelt	07140007				
Büchenbeuren	6,0	1730,0	896,0	834,0	288,0	55491	7,279471	49,920772	03	gering besiedelt	07140024				
Dickenschied	5,86	704,0	351,0	353,0	120,0	55483	7,418535	49,90156	03	gering besiedelt	07140028				
Dill	5,55	195,0	96,0	99,0	35,0	55487	7,347995	49,916179	03	gering besiedelt	07140029				
Dillendorf	6,5	590,0	305,0	285,0	91,0	55481	7,383443	49,92535	03	gering besiedelt	07140030				
Gehlweiler	4,5	236,0	114,0	122,0	52,0	55490	7,466698	49,883341	03	gering besiedelt	07140040				
Gemünden	10,67	1260,0	603,0	657,0	118,0	55490	7,480598	49,895912	03	gering besiedelt	07140041				
Hahn	5,29	188,0	93,0	95,0	36,0	56850	7,270178	49,962412	03	gering besiedelt	07140044				
Hecken	3,89	115,0	57,0	58,0	30,0	55481	7,398918	49,91566	03	gering besiedelt	07140048				
Heinzenbach	3,42	428,0	207,0	221,0	125,0	55483	7,415982	49,975394	03	gering besiedelt	07140049				
Henau	6,7	143,0	63,0	80,0	21,0	55490	7,495945	49,869699	03	gering besiedelt	07140050				
Hirschfeld (Hunsrück)	5,09	286,0	145,0	141,0	56,0	55483	7,241851	49,897172	03	gering besiedelt	07140053				
Kappel	12,41	478,0	248,0	230,0	39,0	55483	7,359467	49,999714	03	gering besiedelt	07140062				
Kirchberg (Hunsrück), Stadt	18,05	3891,0	1923,0	1968,0	216,0	55481	7,405	49,942426	03	gering besiedelt	07140067				
Kludenbach	2,88	96,0	46,0	50,0	33,0	55481	7,368185	49,987341	03	gering besiedelt	07140071				
Laufersweiler	6,79	839,0	425,0	414,0	124,0	55487	7,305352	49,897258	03	gering besiedelt	07140081				
Lautzenhausen	4,95	365,0	189,0	176,0	74,0	55483	7,272262	49,938282	03	gering besiedelt	07140082				
Lindenschied	3,17	202,0	102,0	100,0	64,0	55481	7,39199	49,902207	03	gering besiedelt	07140086				
Maitzborn	3,15	115,0	59,0	56,0	37,0	55481	7,436033	49,933288	03	gering besiedelt	07140090				
Metzenhausen	3,1	111,0	59,0	52,0	36,0	55481	7,362124	49,969934	03	gering besiedelt	07140094				
Nieder Kostenz	4,12	180,0	95,0	85,0	44,0	55481	7,366289	49,942835	03	gering besiedelt	07140105				
Niedersohren	3,9	457,0	244,0	213,0	117,0	55487	7,332233	49,928124	03	gering besiedelt	07140107				
Niederweiler	4,8	393,0	188,0	205,0	82,0	55491	7,283718	49,9094	03	gering besiedelt	07140109				
Ober Kostenz	5,84	252,0	130,0	122,0	43,0	55481	7,351403	49,956356	03	gering besiedelt	07140111				
Raversbeuren	5,14	122,0	59,0	63,0	24,0	56850	7,227418	49,956121	03	gering besiedelt	07140120				
Reckershausen	8,18	357,0	172,0	185,0	44,0	55481	7,40187	49,982801	03	gering besiedelt	07140122				
Rödelhausen	2,56	143,0	64,0	79,0	56,0	56858	7,328925	49,992429	03	gering besiedelt	07140128				
Rödern	2,72	198,0	92,0	106,0	73,0	55481	7,448382	49,946562	03	gering besiedelt	07140129				
Rohrbach	3,77	184,0	98,0	86,0	49,0	55490	7,420877	49,887594	03	gering besiedelt	07140130				
Schlierschied	8,6	184,0	91,0	93,0	21,0	55483	7,441683	49,875729	03	gering besiedelt	07140135				
Schwarzen	3,88	129,0	66,0	63,0	33,0	55481	7,329987	49,961732	03	gering besiedelt	07140141				
Sohren	9,42	3260,0	1592,0	1668,0	346,0	55487	7,30777	49,931979	03	gering besiedelt	07140145				
Sohrschied	4,46	107,0	45,0	62,0	24,0	55487	7,357928	49,903545	03	gering besiedelt	07140146				
Todenroth	1,56	85,0	42,0	43,0	54,0	55481	7,354531	49,976209	03	gering besiedelt	07140151				
Unzenberg	5,5	413,0	209,0	204,0	75,0	55483	7,434555	49,970402	03	gering besiedelt	07140154				
Wahlenau	4,46	188,0	90,0	98,0	42,0	55491	7,250708	49,904095	03	gering besiedelt	07140159				
Womrath	8,39	193,0	95,0	98,0	23,0	55481	7,448023	49,917564	03	gering besiedelt	07140163				
Woppenroth	8,67	252,0	121,0	131,0	29,0	55490	7,413774	49,874435	03	gering besiedelt	07140164				
Würrich	4,33	154,0	81,0	73,0	36,0	56858	7,302943	49,977105	03	gering besiedelt	07140165				
Argenthal	28,52	1619,0	783,0	836,0	57,0	55496	7,596954	49,975997	03	gering besiedelt	07140003				
Benzweiler	3,19	199,0	101,0	98,0	62,0	55494	7,605169	50,021632	03	gering besiedelt	07140011				
Dichtelbach	5,38	646,0	340,0	306,0	120,0	55494	7,696081	50,009524	03	gering besiedelt	07140027				
Ellern (Hunsrück)	9,36	835,0	428,0	407,0	89,0	55497	7,640738	49,986657	03	gering besiedelt	07140035				
Erbach	1,97	270,0	129,0	141,0	137,0	55494	7,681815	50,026216	03	gering besiedelt	07140037				
Kisselbach	9,13	591,0	306,0	285,0	65,0	56291	7,610701	50,05099	03	gering besiedelt	07140068				
Liebshausen	5,85	489,0	243,0	246,0	84,0	55494	7,628917	50,032866	03	gering besiedelt	07140085				
Mörschbach	5,82	345,0	179,0	166,0	59,0	55494	7,62342	50,011298	03	gering besiedelt	07140096				
Rheinböllen, Stadt	16,33	4081,0	2012,0	2069,0	250,0	55494	7,673292	50,007214	03	gering besiedelt	07140125				
Riesweiler	16,81	699,0	346,0	353,0	42,0	55499	7,557005	49,959872	03	gering besiedelt	07140127				
Schnorbach	3,42	245,0	123,0	122,0	72,0	55497	7,611385	49,990977	03	gering besiedelt	07140138				
Steinbach	2,6	135,0	68,0	67,0	52,0	56291	7,594041	50,043544	03	gering besiedelt	07140148				
Damscheid	15,1	631,0	313,0	318,0	42,0	55432	7,682381	50,101952	03	gering besiedelt	07140025				
Laudert	6,17	413,0	209,0	204,0	67,0	56291	7,600893	50,076863	03	gering besiedelt	07140080				
Niederburg	6,78	672,0	326,0	346,0	99,0	55432	7,695669	50,117225	03	gering besiedelt	07140104				
Oberwesel, Stadt	18,1	2834,0	1365,0	1469,0	157,0	55430	7,722947	50,106015	03	gering besiedelt	07140112				
Perscheid	18,51	366,0	168,0	198,0	20,0	55430	7,699443	50,071263	03	gering besiedelt	07140116				
Sankt Goar, Stadt	23,04	2704,0	1348,0	1356,0	117,0	56329	7,713464	50,150992	03	gering besiedelt	07140133				
Urbar	3,55	732,0	358,0	374,0	206,0	55430	7,719432	50,130798	03	gering besiedelt	07140155				
Wiebelsheim	7,32	570,0	322,0	248,0	78,0	56291	7,636819	50,076697	03	gering besiedelt	07140161				
Altweidelbach	4,1	242,0	118,0	124,0	59,0	55469	7,567389	49,994498	03	gering besiedelt	07140002				
Belgweiler	3,39	217,0	116,0	101,0	64,0	55469	7,485534	49,943965	03	gering besiedelt	07140008				
Bergenhausen	2,68	115,0	59,0	56,0	43,0	55469	7,572221	50,024473	03	gering besiedelt	07140012				
Biebern	4,1	323,0	175,0	148,0	79,0	55471	7,444808	49,993064	03	gering besiedelt	07140015				
Bubach	7,1	270,0	140,0	130,0	38,0	56288	7,555607	50,070994	03	gering besiedelt	07140020				
Budenbach	3,51	188,0	101,0	87,0	54,0	55469	7,568172	50,037038	03	gering besiedelt	07140023				
Fronhofen	3,71	219,0	106,0	113,0	59,0	55471	7,465413	49,991498	03	gering besiedelt	07140039				
Holzbach	5,03	496,0	246,0	250,0	99,0	55469	7,531642	49,955319	03	gering besiedelt	07140056				
Horn	6,86	334,0	159,0	175,0	49,0	55469	7,541651	50,046007	03	gering besiedelt	07140058				
Keidelheim	2,72	294,0	137,0	157,0	108,0	55471	7,499289	49,992528	03	gering besiedelt	07140065				
Klosterkumbd	7,33	271,0	152,0	119,0	37,0	55469	7,536823	50,027296	03	gering besiedelt	07140070				
Külz (Hunsrück)	6,92	484,0	240,0	244,0	70,0	55471	7,493526	50,006308	03	gering besiedelt	07140076				
Kümbdchen	3,21	471,0	243,0	228,0	147,0	55471	7,508393	49,992121	02	mittlere Besiedlungsdichte	07140077				
Laubach	10,02	421,0	204,0	217,0	42,0	56288	7,510684	50,05388	03	gering besiedelt	07140079				
Mengerschied	9,53	716,0	371,0	345,0	75,0	55490	7,505604	49,912549	03	gering besiedelt	07140092				
Mutterschied	3,07	498,0	247,0	251,0	162,0	55469	7,568114	49,981531	03	gering besiedelt	07140099				
Nannhausen	6,05	565,0	277,0	288,0	93,0	55469	7,477895	49,974856	03	gering besiedelt	07140100				
Neuerkirch	5,28	282,0	144,0	138,0	53,0	55471	7,491697	50,014427	03	gering besiedelt	07140101				
Niederkumbd	2,27	307,0	164,0	143,0	135,0	55469	7,535604	50,01374	03	gering besiedelt	07140106				
Ohlweiler	3,91	337,0	174,0	163,0	86,0	55469	7,496202	49,966533	03	gering besiedelt	07140113				
Oppertshausen	1,52	116,0	61,0	55,0	76,0	55469	7,472762	49,947269	03	gering besiedelt	07140115				
Pleizenhausen	4,03	251,0	129,0	122,0	62,0	55469	7,568911	50,014952	03	gering besiedelt	07140118				
Ravengiersburg	6,16	319,0	152,0	167,0	52,0	55471	7,475121	49,93527	03	gering besiedelt	07140119				
Rayerschied	2,51	102,0	49,0	53,0	41,0	55469	7,585028	50,017589	03	gering besiedelt	07140121				
Reich	4,76	334,0	171,0	163,0	70,0	55471	7,433183	50,001522	03	gering besiedelt	07140123				
Riegenroth	3,14	259,0	144,0	115,0	82,0	55469	7,579973	50,057637	03	gering besiedelt	07140126				
Sargenroth	12,71	438,0	218,0	220,0	34,0	55471	7,51334	49,932263	03	gering besiedelt	07140134				
Schönborn	3,9	257,0	131,0	126,0	66,0	55469	7,474033	49,957206	03	gering besiedelt	07140139				
Simmern/ Hunsrück, Stadt	11,96	7759,0	3739,0	4020,0	649,0	55469	7,522062	49,985095	02	mittlere Besiedlungsdichte	07140144				
Tiefenbach	5,79	734,0	366,0	368,0	127,0	55471	7,540052	49,935869	03	gering besiedelt	07140150				
Wahlbach	4,34	179,0	86,0	93,0	41,0	55494	7,595363	50,000376	03	gering besiedelt	07140158				
Wüschheim	3,9	289,0	160,0	129,0	74,0	55471	7,421441	50,011915	03	gering besiedelt	07140166				
Lahnstein, Stadt	37,56	17973,0	8661,0	9312,0	479,0	56112	7,607337	50,300468	02	mittlere Besiedlungsdichte	07141075				
Bad Ems, Stadt	15,36	9229,0	4443,0	4786,0	601,0	56130	7,712321	50,33497	02	mittlere Besiedlungsdichte	07141006				
Becheln	4,41	656,0	330,0	326,0	149,0	56132	7,71838	50,293057	03	gering besiedelt	07141008				
Dausenau	9,83	1247,0	633,0	614,0	127,0	56132	7,762508	50,331079	03	gering besiedelt	07141025				
Fachbach	2,23	1281,0	621,0	660,0	574,0	56133	7,691321	50,338102	02	mittlere Besiedlungsdichte	07141041				
Frücht	5,53	573,0	269,0	304,0	104,0	56132	7,676422	50,312805	03	gering besiedelt	07141044				
Kemmenau	3,76	462,0	220,0	242,0	123,0	56132	7,75062	50,346524	03	gering besiedelt	07141071				
Miellen	2,05	367,0	180,0	187,0	179,0	56132	7,667234	50,326445	02	mittlere Besiedlungsdichte	07141086				
